Date,Equity,Open,High,Low,Close,Adj Close,Volume,Change
2020-02-18,^GSPC,3369.0400390625,3375.010009765625,3355.610107421875,3370.2900390625,3370.2900390625,3746720000,-0.2919942636890142
2020-02-19,^GSPC,3380.389892578125,3393.52001953125,3378.830078125,3386.14990234375,3386.14990234375,3600150000,0.47057858811646003
2020-02-20,^GSPC,3380.449951171875,3389.14990234375,3341.02001953125,3373.22998046875,3373.22998046875,4007320000,-0.3815519763628118
2020-02-21,^GSPC,3360.5,3360.760009765625,3328.449951171875,3337.75,3337.75,3899270000,-1.0518103027122876
2020-02-24,^GSPC,3257.610107421875,3259.81005859375,3214.64990234375,3225.889892578125,3225.889892578125,4842960000,-3.351362667122313
2020-02-25,^GSPC,3238.93994140625,3246.989990234375,3118.77001953125,3128.2099609375,3128.2099609375,5591510000,-3.0279995565056126
2020-02-26,^GSPC,3139.89990234375,3182.510009765625,3108.989990234375,3116.389892578125,3116.389892578125,5478110000,-0.3778540605321971
2020-02-27,^GSPC,3062.5400390625,3097.070068359375,2977.389892578125,2978.760009765625,2978.760009765625,7058840000,-4.416324258407911
2020-02-28,^GSPC,2916.89990234375,2959.719970703125,2855.840087890625,2954.219970703125,2954.219970703125,8563850000,-0.8238340444361901
2020-03-02,^GSPC,2974.280029296875,3090.9599609375,2945.18994140625,3090.22998046875,3090.22998046875,6376400000,4.603922900611009
2020-03-03,^GSPC,3096.4599609375,3136.719970703125,2976.6298828125,3003.3701171875,3003.3701171875,6355940000,-2.810789612107589
2020-03-04,^GSPC,3045.75,3130.969970703125,3034.3798828125,3130.1201171875,3130.1201171875,5035480000,4.220259077449128
2020-03-05,^GSPC,3075.699951171875,3083.0400390625,2999.830078125,3023.93994140625,3023.93994140625,5575550000,-3.3922077046888486
2020-03-06,^GSPC,2954.199951171875,2985.929931640625,2901.5400390625,2972.3701171875,2972.3701171875,6552140000,-1.7053852000370093
2020-03-09,^GSPC,2863.889892578125,2863.889892578125,2734.429931640625,2746.56005859375,2746.56005859375,8423050000,-7.596969747745101
2020-03-10,^GSPC,2813.47998046875,2882.590087890625,2734.0,2882.22998046875,2882.22998046875,7635960000,4.939630628156136
2020-03-11,^GSPC,2825.60009765625,2825.60009765625,2707.219970703125,2741.3798828125,2741.3798828125,7374110000,-4.886844513127399
2020-03-12,^GSPC,2630.860107421875,2660.949951171875,2478.860107421875,2480.639892578125,2480.639892578125,8829380000,-9.511268097833657
2020-03-13,^GSPC,2569.989990234375,2711.330078125,2492.3701171875,2711.02001953125,2711.02001953125,8258670000,9.287124972971846
